BLDG|NAME|ADDRESS|CITY|STATE|ROOMS
50|North Hall|2063 STADIUM RD|GAINESVILLE|FL|37
51|University Police Annex #1|1521 MUSEUM RD|GAINESVILLE|FL|34
52|Harold C. Riker Hall|2069 STADIUM RD|GAINESVILLE|FL|77
53|Rudolf Weaver Hall|562 GALE LEMERAND DR|GAINESVILLE|FL|70
54|Gerson Hall|1368 UNION RD|GAINESVILLE|FL|124
55|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
56|IFAS Restroom|UNK|GAINESVILLE|FL|1
57|Facilities Office|2307 MOWRY RD|GAINESVILLE|FL|6
58|IFAS Comm Services Storage|1494 SABAL PALM DR|GAINESVILLE|FL|5
59|Mcknight Brain Institute|1149 NEWELL DR|GAINESVILLE|FL|698
60|IFAS Communication Services|1408 SABAL PALM DR|GAINESVILLE|FL|34
61|CSE Generator|UNK|GAINESVILLE|FL|1
63|IFAS Office / Lab|1501 DATE PALM RD|GAINESVILLE|FL|10
64|Hough Hall|1404 UNION RD|GAINESVILLE|FL|183
65|Heavener Hall|1325 W UNIVERSITY AVE|GAINESVILLE|FL|5
67|Observatory|998 SWEETWATER DR|GAINESVILLE|FL|1
68|Research Laboratory|2043 IFAS RESEARCH DR|GAINESVILLE|FL|20
69|IFAS Communication Services|2343 MOWRY RD|GAINESVILLE|FL|35
70|Nanoscale Research Facility|1041 CENTER DR|GAINESVILLE|FL|120
71|Field Support|2039 IFAS RESEARCH DR|GAINESVILLE|FL|13
72|Pugh Hall|296 BUCKMAN DR|GAINESVILLE|FL|146
73|Rolfs Elevator Equipment Bldg|341 BUCKMAN DR|GAINESVILLE|FL|1
74|Greenhouse|2475 MEMORIAL RD|GAINESVILLE|FL|2
75|Veterinary Small Animal Hospital|2089 SW 16TH AV|GAINESVILLE|FL|283
77|University Women's Club|324 WOODLAWN DR|GAINESVILLE|FL|11
78|Plant Disease Clinic|2311 MOWRY RD|GAINESVILLE|FL|28
80|Catering Service Building|UNK|GAINESVILLE|FL|1
81|Counseling and Wellness Center|3190 RADIO RD|GAINESVILLE|FL|149
82|Cogeneration Plant|1928 MOWRY RD|GAINESVILLE|FL|1
83|Bat House 1|UNK|GAINESVILLE|FL|1
85|Agronomy Physiology Lab|1447 SABAL PALM DR|GAINESVILLE|FL|17
87|Teaching Support|1736 MCCARTY DR|GAINESVILLE|FL|10
88|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
90|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
91|O'Connell Ctr Storage|2132 STADIUM RD|GAINESVILLE|FL|3
92|Physics Building|2001 MUSEUM RD|GAINESVILLE|FL|496
93|Florida Outdoor Pool|150 FLETCHER DR|GAINESVILLE|FL|2
94|Stephen C. O'Connell Center|250 GALE LEMERAND DR|GAINESVILLE|FL|232
95|Wayne and Jimmie Carse Swim/Dive|2092 STADIUM RD|GAINESVILLE|FL|33
96|Storage Bldg|2668 HULL RD|GAINESVILLE|FL|1
97|Equipment Storage|1447 SABAL PALM DR|GAINESVILLE|FL|1
98|O'Connell Warmup Pool Plant|2048 STADIUM RD|GAINESVILLE|FL|3
99|Microkelvin Laboratory|1819 STADIUM RD|GAINESVILLE|FL|19
100|Robert C. Williamson Hall|1843 STADIUM RD|GAINESVILLE|FL|227
101|James W. Norman Hall|1221 SW 5TH AV|GAINESVILLE|FL|318
102|James W. Norman Gym|624 SW 12TH ST|GAINESVILLE|FL|38
103|James W. Norman Hall Addition|618 SW 12TH ST|GAINESVILLE|FL|351
105|The 105 Classroom Building|105 NW 16th ST|GAINESVILLE|FL|109
106|Office Building|2295 MOWRY RD|GAINESVILLE|FL|24
107|Field Lab, Forestry|1502 DATE PALM RD|GAINESVILLE|FL|12
108|Greenhouse, FLMNH|3065 Radio Rd|GAINESVILLE|FL|1
109|FLMNH Pole Barn|3073 RADIO RD|GAINESVILLE|FL|8
110|Steinbrenner Band Hall|1556 INNER RD|GAINESVILLE|FL|35
111|Manning J. Dauer Hall|228 BUCKMAN DR|GAINESVILLE|FL|305
113|Greenhouse, Soils|1738 STADIUM RD|GAINESVILLE|FL|1
114|Lab of Southeastern Archeology|3097 RADIO RD|GAINESVILLE|FL|12
116|IFAS Communication Services|2322 MOWRY RD|GAINESVILLE|FL|27
117|Music Building|435 NEWELL DR|GAINESVILLE|FL|149
118|Vet Med Isolation Barn|2195 MOWRY RD|GAINESVILLE|FL|8
120|Aquatic Food Prod. Pilot Plant|520 NEWELL DR|GAINESVILLE|FL|58
124|Facilities Office|1390 DATE PALM RD|GAINESVILLE|FL|32
125|Scott Linder Tennis Stadium|2337 SW 2ND AV|GAINESVILLE|FL|8
127|Presidents Residence|2151 W UNIVERSITY AVE|GAINESVILLE|FL|58
128|Agronomy Drying Facility|1493 MUSEUM DR|GAINESVILLE|FL|2
131|Percy L. Reed Laboratory|1901 STADIUM RD|GAINESVILLE|FL|51
132|Centrex|1577 MUSEUM RD|GAINESVILLE|FL|39
134|Duncan U. Fletcher Hall|72 BUCKMAN DR|GAINESVILLE|FL|34
135|Albert A. Murphree Hall|110 FLETCHER DR|GAINESVILLE|FL|66
147|Agronomy Plant Intro Lab|2185 RITCHY RD|GAINESVILLE|FL|1
148|Parking Garage 7 (O'Connell Center)|226 GALE LEMERAND DR|GAINESVILLE|FL|6
150|Wildlife Ecology|1746 MCCARTY DR|GAINESVILLE|FL|16
151|Varsity Tennis Building|2363 SW 2ND AV|GAINESVILLE|FL|10
152|Crops and Soils Field Lab|2024 IFAS RESEARCH DR|GAINESVILLE|FL|7
153|Development and Alumni Affairs|100 NW 20TH ST|GAINESVILLE|FL|91
154|Storage Bldg|2350 MOWRY RD|GAINESVILLE|FL|7
155|Florida Field South End Zone|1950 STADIUM RD|GAINESVILLE|FL|193
157|Ben Hill Griffin Stadium|245 GALE LEMERAND DR|GAINESVILLE|FL|501
158|Yon Hall|1908 STADIUM RD|GAINESVILLE|FL|270
159|Florida Field North End Zone|121 GALE LEMERAND DR|GAINESVILLE|FL|104
160|Heritage Hall|105 GALE LEMERAND DR|GAINESVILLE|FL|67
161|Pump House (Ocala Pond)|1334 INNER RD|GAINESVILLE|FL|1
162|IFAS Information Technologies|1740 MCCARTY DR|GAINESVILLE|FL|24
163|North End Zone Cooling Tower|138 FLETCHER DR|GAINESVILLE|FL|1
164|Pesticide Information|2306 MOWRY RD|GAINESVILLE|FL|37
165|Deriso Hall|2030 SHEALY DR|GAINESVILLE|FL|51
166|Parking Garage 9 (Archer Rd S)|1995 SW ARCHER RD|GAINESVILLE|FL|5
168|Mycology Lab|2668 HULL RD|GAINESVILLE|FL|9
169|Criser CIB|UNK|GAINESVILLE|FL|2
170|Davis Cancer Pavilion|1535 GALE LEMERAND DR|GAINESVILLE|FL|603
171|Shands Medical Plaza B|1549 GALE LEMERAND DR|GAINESVILLE|FL|424
172|Newell Annex|1748 STADIUM RD|GAINESVILLE|FL|21
173|Parking Garage 9 (Archer Rd N)|1995 SW ARCHER RD|GAINESVILLE|FL|5
175|Wilmot Gardens Administration Building|2023 MOWRY RD|GAINESVILLE|FL|11
176|Pump House (Gator Pond)|1463 STADIUM RD|GAINESVILLE|FL|1
177|Vet Science Parasite Lab|2171 MOWRY RD|GAINESVILLE|FL|22
179|EH&S Administrative Offices|916 NEWELL DR|GAINESVILLE|FL|84
180|Fiber Hut Mae|645 GALE LEMERAND DR|GAINESVILLE|FL|2
181|Joshua C. Dickinson Hall|1659 MUSEUM RD|GAINESVILLE|FL|196
182|Field Lab/Trailer, Forestry|2333 MOWRY RD|GAINESVILLE|FL|3
183|Mechanical and Aerospace Engineering C|571 GALE LEMERAND DR|GAINESVILLE|FL|72
184|Frederick N Rhines Hall|549 GALE LEMERAND DR|GAINESVILLE|FL|162
185|Bryan Fire Pump Building|1398 UNION RD|GAINESVILLE|FL|1
191|Field Lab, Forestry|2319 MOWRY RD|GAINESVILLE|FL|9
193|Agronomy Cytology Laboratory|1447 SABAL PALM DR|GAINESVILLE|FL|3
194|Agronomy Volatile Storage|1447 SABAL PALM DR|GAINESVILLE|FL|1
197|UF Substation #7|1455 UNION RD|GAINESVILLE|FL|1
198|CNS Storage|1062 MUSEUM RD|GAINESVILLE|FL|1
199|Warehouse|1437 DATE PALM RD|GAINESVILLE|FL|4
200|Drying Facility, Forestry|2333 MOWRY RD|GAINESVILLE|FL|1
201|Academic Research Building|1200 NEWELL DR|GAINESVILLE|FL|714
202|Shands Patient Services Bldg|1600 SW ARCHER RD|GAINESVILLE|FL|2,251
203|Communicore|1249 CENTER DR|GAINESVILLE|FL|774
204|General Services|1361 CENTER DR|GAINESVILLE|FL|138
205|Dental Science|1395 CENTER DR|GAINESVILLE|FL|1,578
206|Basic Science Building|1333 CENTER DR|GAINESVILLE|FL|199
207|Parking Garage 1 (Shands East)|1231 NEWELL DR|GAINESVILLE|FL|28
208|Parking Garage 10 (Shands E)|1269 NEWELL DR|GAINESVILLE|FL|32
209|Parking Garage 2 (Shands West)|1831 MOWRY RD|GAINESVILLE|FL|13
211|Sanitary Lift Station L1|1858 MOWRY RD|GAINESVILLE|FL|7
212|Health Prof, Nursing and Pharmacy|1225 CENTER DR|GAINESVILLE|FL|712
213|Biomedical Sciences Building|1275 CENTER DR|GAINESVILLE|FL|549
215|Veterinary Clinical Sciences|2015 SW 16TH AV|GAINESVILLE|FL|425
216|Vet Med Food Animal Clinic|2221 SHEALY DR|GAINESVILLE|FL|35
217|Vet Med Metabolic Building|1963 SW 16TH AV|GAINESVILLE|FL|51
218|Vet Med Equine Barn|1951 SW 16TH AV|GAINESVILLE|FL|7
220|VA Education Building #14|UNK|GAINESVILLE|FL|11
221|VAB Auditorium|UNK|GAINESVILLE|FL|9
222|Vet Med Pole Barn|UNK|GAINESVILLE|FL|1
224|Vet Med Dog Track Control Twr|UNK|GAINESVILLE|FL|2
226|Microfabritech East|2320 Surge Area Drive|GAINESVILLE|FL|25
227|Agricultural Engineering Shop|1505 MUSEUM DR|GAINESVILLE|FL|11
228|Schiebler CMS|1701A SW 16TH AVENUE|GAINESVILLE|FL|211
229|UF Substation #5|2291 MUSEUM RD|GAINESVILLE|FL|1
230|UF Substation #3|1532 STADIUM RD|GAINESVILLE|FL|1
231|UF Substation #4|899 NEWELL DR|GAINESVILLE|FL|1
233|UF Substation #6|UNK|GAINESVILLE|FL|1
234|UF Substation #1|429 GALE LEMERAND DR|GAINESVILLE|FL|1
236|Florida Pool Compressor Bldg|UNK|GAINESVILLE|FL|1
238|Equipment Storage|1354 DATE PALM RD|GAINESVILLE|FL|1
241|Solar Energy Test House 1|2610 SW 23RD TER|GAINESVILLE|FL|4
242|Solar Energy Test House 2|2610 SW 23RD TER|GAINESVILLE|FL|17
243|Environmental Biotech. Lab|2610 SW 23RD TER|GAINESVILLE|FL|6
245|Bioremediation Lab|2610 SW 23RD TER|GAINESVILLE|FL|1
246|Environmental Microbiology|2610 SW 23RD TER|GAINESVILLE|FL|14
247|Solar Engineering Laboratory|2610 SW 23RD TER|GAINESVILLE|FL|7
249|Solar Energy Well House|UNK|GAINESVILLE|FL|1
250|Microfabritech Containment Shelt|2230 SURGE AREA DR|GAINESVILLE|FL|1
253|University Foundation Annex|100 NW 20th ST|GAINESVILLE|FL|66
254|Parking Garage Complex|1273 GALE LEMERAND DR|GAINESVILLE|FL|97
255|Gator Band Shell|605 WOODLAWN DR|GAINESVILLE|FL|1
256|Gator Band Shell Restrooms|2174 MUSEUM RD|GAINESVILLE|FL|3
257|Recreational Tennis Facility|2166 MUSEUM RD|GAINESVILLE|FL|3
258|Weed Sciences Field Building|1425 MUSEUM DR|GAINESVILLE|FL|16
261|Emerson Alumni Hall|1938 WEST UNIVERSITY AVE|GAINESVILLE|FL|164
263|IFAS Pump House|UNK|GAINESVILLE|FL|1
265|Student RecreationandFitness Ctr|244 FLETCHER DR|GAINESVILLE|FL|66
266|Racquet Club Dining Center|222 FLETCHER DR|GAINESVILLE|FL|35
267|Ralph D. Turlington Hall|330 NEWELL DR|GAINESVILLE|FL|597
268|Architecture|1480 INNER RD|GAINESVILLE|FL|236
269|Fine Arts D|1357 STADIUM RD|GAINESVILLE|FL|94
270|Physical Plant Training Trlr|908 MAGNOLIA DR|GAINESVILLE|FL|2
271|Shands Facilities Administration|1281 NEWELL DR|GAINESVILLE|FL|1
272|M.E. Rinker Hall|573 NEWELL DR|GAINESVILLE|FL|104
276|Corry|587 CORRY CIR|GAINESVILLE|FL|8
277|Corry|637 CORRY CIR|GAINESVILLE|FL|16
278|Corry|661 CORRY CIR|GAINESVILLE|FL|16
279|Corry|703 CORRY CIR|GAINESVILLE|FL|16
280|Corry|771 CORRY CIR|GAINESVILLE|FL|16
281|Corry|561 CORRY CIR|GAINESVILLE|FL|16
282|Corry|629 CORRY CIR|GAINESVILLE|FL|16
283|Corry|653 CORRY CIR|GAINESVILLE|FL|16
284|Corry|677 CORRY CIR|GAINESVILLE|FL|16
285|Corry|739 CORRY CIR|GAINESVILLE|FL|16
286|Corry|523 CORRY CIR|GAINESVILLE|FL|16
0287_OLD|Corry Laundry and Maint|620 VILLAGE DR|GAINESVILLE|FL|37
288|Corry|517 CORRY CIR|GAINESVILLE|FL|24
289|Corry|658 VILLAGE DR|GAINESVILLE|FL|24
295|Chilled Water Plant #4|3113 HULL RD|GAINESVILLE|FL|4
296|Diamond|1394 DIAMOND RD|GAINESVILLE|FL|1
297|Diamond|1336 DIAMOND RD|GAINESVILLE|FL|1
298|Diamond|1322 DIAMOND RD|GAINESVILLE|FL|1
299|Diamond|1452 DIAMOND RD|GAINESVILLE|FL|1
300|Diamond|1382 DIAMOND RD|GAINESVILLE|FL|1
301|Diamond|1344 DIAMOND RD|GAINESVILLE|FL|1
302|Diamond|1498 DIAMOND RD|GAINESVILLE|FL|1
303|Diamond|1444 DIAMOND RD|GAINESVILLE|FL|1
304|Diamond|1376 DIAMOND RD|GAINESVILLE|FL|1
305|Diamond|1482 DIAMOND RD|GAINESVILLE|FL|1
306|Diamond|1436 DIAMOND RD|GAINESVILLE|FL|1
307|Diamond|1402 DIAMOND RD|GAINESVILLE|FL|8
308|Powell Hall (FLMNH)|3215 HULL RD|GAINESVILLE|FL|85
309|Samuel P. Harn Museum of Art|3259 HULL RD|GAINESVILLE|FL|190
315|Phillips Center For The Performing Arts|3201 HULL RD|GAINESVILLE|FL|116
316|SW Recreational Sports Facility|3150 HULL RD|GAINESVILLE|FL|136
317|Chilled Water Plant #6|2960 HULL RD|GAINESVILLE|FL|5
318|University Village|1537 BLUE CIR|GAINESVILLE|FL|2
319|University Village|1529 BLUE CIR|GAINESVILLE|FL|2
320|University Village|1483 BLUE CIR|GAINESVILLE|FL|2
321|University Village|1427 BLUE CIR|GAINESVILLE|FL|2
322|University Village|1551 BLUE CIR|GAINESVILLE|FL|2
323|University Village|1499 BLUE CIR|GAINESVILLE|FL|2
324|University Village|1465 BLUE CIR|GAINESVILLE|FL|2
325|University Village|1383 BLUE CIR|GAINESVILLE|FL|2
326|University Village|1563 BLUE CIR|GAINESVILLE|FL|2
327|University Village|1520 ORANGE DR|GAINESVILLE|FL|2
328|University Village|1488 ORANGE DR|GAINESVILLE|FL|2
329|University Village|1458 ORANGE DR|GAINESVILLE|FL|2
330|University Village|1434 ORANGE DR|GAINESVILLE|FL|2
331|University Village|1406 ORANGE DR|GAINESVILLE|FL|2
332|University Village|1544 ORANGE DR|GAINESVILLE|FL|2
333|University Village|1422 ORANGE DR|GAINESVILLE|FL|2
334|University Village Laundry|1476 ORANGE DR|GAINESVILLE|FL|1
335|ACS Storage|1632 SW 34TH ST|GAINESVILLE|FL|1
336|ACS Housing|1632 SW 34TH ST|GAINESVILLE|FL|23
337|ACS Housing #5|1632 SW 34TH ST|GAINESVILLE|FL|1
338|Wildlife Field Lab|2005 SW 23RD ST|GAINESVILLE|FL|3
339|IFAS Wildlife Ecology Lab|2005 SW 23RD ST|GAINESVILLE|FL|12
340|IFAS Wildlife Ecology Lab|2005 SW 23RD ST|GAINESVILLE|FL|5
341|Mcguire Ctr For Lepidoptera Research|3215 HULL RD|GAINESVILLE|FL|90
342|IFAS Storage (Agy)|2005 SW 23RD ST|GAINESVILLE|FL|2
343|Wildlife Field Lab|2005 SW 23RD ST|GAINESVILLE|FL|5
344|IFAS Laboratory (Agy)|2005 SW 23RD ST|GAINESVILLE|FL|6
345|IFAS Laboratory (Agy)|2005 SW 23RD ST|GAINESVILLE|FL|8
346|Entomology Shop|2027 NATURAL AREA DR|GAINESVILLE|FL|1
347|Rec Facilities Score Keeper|1341 BLEDSOE DR|GAINESVILLE|FL|9
348|University Village Storage|UNK|GAINESVILLE|FL|1
349|Lepidoptera Res Ctr Greenhouse|3215 HULL RD|GAINESVILLE|FL|1
350|Bio-Control Laboratory|2005 SW 23RD ST|GAINESVILLE|FL|11
351|Borc Gatehouse|647 BROWARD DR|GAINESVILLE|FL|1
352|Borc Restroom|647 BROWARD DR|GAINESVILLE|FL|9
353|Borc Pavilion|647 BROWARD DR|GAINESVILLE|FL|1
355|Murphree Hall Area Commons|54 BUCKMAN DR|GAINESVILLE|FL|20
356|Pool Maintenance Bldg-Housing|639 BROWARD DR|GAINESVILLE|FL|1
357|Pool Maintenance Bldg-Housing|2096 MUSEUM RD|GAINESVILLE|FL|1
358|Parking Garage 4 (Museum Rd)|759 NEWELL DR|GAINESVILLE|FL|20
359|Gator Corner Dining Center|2021 STADIUM RD|GAINESVILLE|FL|33
360|Greenhouse, Agronomy|UNK|GAINESVILLE|FL|8
361|Housing Bus Shelter at Maguire|1396 ORANGE DR|GAINESVILLE|FL|1
362|Housing Bus Shelter at Corry|502 CORRY CIR|GAINESVILLE|FL|1
363|Florida Power Substation|1928 MOWRY RD|GAINESVILLE|FL|1
364|Parking Garage 3 (Shands West)|1879 MOWRY RD|GAINESVILLE|FL|21
365|Maguire 1|1303 BLUE CIR|GAINESVILLE|FL|2
366|Maguire 2|1201 BLUE CIR|GAINESVILLE|FL|2
367|Maguire 3|1309 BLUE CIR|GAINESVILLE|FL|2
368|Maguire 4|1255 BLUE CIR|GAINESVILLE|FL|2
369|Maguire 5|1229 BLUE CIR|GAINESVILLE|FL|2
370|Maguire 6|1215 BLUE CIR|GAINESVILLE|FL|2
371|Maguire 7|1197 BLUE CIR|GAINESVILLE|FL|2
372|Maguire 8|1163 BLUE CIR|GAINESVILLE|FL|2
373|Maguire 9|1386 ORANGE DR|GAINESVILLE|FL|2
374|Maguire 10|1271 BLUE CIR|GAINESVILLE|FL|2
375|Maguire 11|1247 BLUE CIR|GAINESVILLE|FL|2
376|Maguire 12|1129 BLUE CIR|GAINESVILLE|FL|2
377|Maguire 13|1214 ORANGE DR|GAINESVILLE|FL|10
378|Maguire 14|1135 BLUE CIR|GAINESVILLE|FL|2
379|Maguire 15|1378 ORANGE DR|GAINESVILLE|FL|2
380|Maguire 16|1360 ORANGE DR|GAINESVILLE|FL|2
381|Maguire 17|1372 ORANGE DR|GAINESVILLE|FL|2
382|Maguire 18|1296 ORANGE DR|GAINESVILLE|FL|2
383|Maguire 19|1206 ORANGE DR|GAINESVILLE|FL|2
384|Maguire 20|1172 ORANGE DR|GAINESVILLE|FL|2
385|Maguire 21|1119 BLUE CIR|GAINESVILLE|FL|2
386|Maguire 22|1112 ORANGE DR|GAINESVILLE|FL|2
387|Maguire 23|1318 ORANGE DR|GAINESVILLE|FL|2
388|Maguire 24|1292 ORANGE DR|GAINESVILLE|FL|2
389|Maguire 25|1270 ORANGE DR|GAINESVILLE|FL|2
390|Maguire 26|1274 ORANGE DR|GAINESVILLE|FL|2
391|Maguire 27|1202 ORANGE DR|GAINESVILLE|FL|2
392|Maguire 28|1194 ORANGE DR|GAINESVILLE|FL|2
393|Maguire 29|1158 ORANGE DR|GAINESVILLE|FL|2
394|Maguire Pool Filtration|UNK|GAINESVILLE|FL|1
395|Maguire Pool Restroom|UNK|GAINESVILLE|FL|1
397|Parking Garage 5 (N/S Drive)|966 GALE LEMERAND DR|GAINESVILLE|FL|26
399|Sigma Nu|2371 WEST FRATERNITY DR|GAINESVILLE|FL|27
400|Kappa Alpha|763 FRATERNITY DR|GAINESVILLE|FL|40
406|Walter J. Matherly Hall|1405 W UNIVERSITY AV|GAINESVILLE|FL|241
407|Delta Gamma|808 W Panhellenic DR|GAINESVILLE|FL|75
408|Alpha Omicron Pi|819 W Panhellenic DR|GAINESVILLE|FL|32
409|Alpha Delta Pi|831 W Panhellenic DR|GAINESVILLE|FL|38
410|Zeta Tau Alpha|1142 E Panhellenic DR|GAINESVILLE|FL|37
411|Delta Delta Delta|1134 E Panhellenic DR|GAINESVILLE|FL|77
412|Sigma Kappa|1108 E Panhellenic DR|GAINESVILLE|FL|27
413|Alpha Chi Omega|820 W Panhellenic DR|GAINESVILLE|FL|36
414|Chi Omega|807 W Panhellenic DR|GAINESVILLE|FL|73
415|Kappa Delta|1122 E Panhellenic DR|GAINESVILLE|FL|40
416|Phi Mu|1152 E Panhellenic DR|GAINESVILLE|FL|27
417|Alpha Epsilon Phi|832 W Panhellenic DR|GAINESVILLE|FL|31
418|Pi Beta Phi|2489 WEST FRATERNITY DR|GAINESVILLE|FL|22
419|Chi Phi|2228 MUSEUM RD|GAINESVILLE|FL|28
420|Sigma Alpha Epsilon|2256 MUSEUM RD|GAINESVILLE|FL|36
421|Lambda Chi Alpha|2274 MUSEUM RD|GAINESVILLE|FL|29
422|Zeta Beta Tau|2290 MUSEUM RD|GAINESVILLE|FL|60
423|Delta Chi|725 FRATERNITY DR|GAINESVILLE|FL|58
424|Phi Gamma Delta|667 FRATERNITY DR|GAINESVILLE|FL|1
425|Sigma Chi|611 FRATERNITY DR|GAINESVILLE|FL|35
426|Tau Epsilon Phi|555 FRATERNITY DR|GAINESVILLE|FL|1
427|Theta Chi|501 FRATERNITY DR|GAINESVILLE|FL|68
428|Zeta Beta Tau|419 Fraternity Drive|GAINESVILLE|FL|1
429|Telecommunications|3252 RADIO RD|GAINESVILLE|FL|13
430|Beta Theta Pi|2315 FRATERNITY DR|GAINESVILLE|FL|34
431|Alpha Epsilon Pi|2303 FRATERNITY DR|GAINESVILLE|FL|102
432|Pi Lambda Phi|2285 FRATERNITY DR|GAINESVILLE|FL|2
433|IFAS Pump House|2185 RITCHY RD|GAINESVILLE|FL|1
434|Behavior Lab Annex|3091 RADIO RD|GAINESVILLE|FL|1
437|Fiber Hut Elmore|1063 ELMORE DR|GAINESVILLE|FL|2
440|IFAS Extension Bookstore|1374 SABAL PALM DR|GAINESVILLE|FL|10
441|Greenhouse, Vegetable Crops|1703 IFAS RESEARCH DR|GAINESVILLE|FL|2
442|Parking Garage 8 (Norman)|1210 SW 8TH AV|GAINESVILLE|FL|19
444|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
445|Stetson Medical Sciences|1345 CENTER DR|GAINESVILLE|FL|1,419
446|William A. Shands Teaching Hospital|1600 SW ARCHER RD|GAINESVILLE|FL|1,947
448|Century Tower|375 NEWELL DR|GAINESVILLE|FL|13
452|Baby Gator Storage|UNK|GAINESVILLE|FL|1
454|Human Development Center|1244 NEWELL DR|GAINESVILLE|FL|338
455|Storage Bldg|1703 IFAS RESEARCH DR|GAINESVILLE|FL|2
456|Vending Machines Shelter|1684 MCCARTY DR|GAINESVILLE|FL|1
457|Shands In-Patient MRI Building|1302 NEWELL DR|GAINESVILLE|FL|17
458|Vegetable Crops Classlab/Stor|1703 IFAS RESEARCH DR|GAINESVILLE|FL|9
459|Animal Sciences Building|2250 SHEALY DR|GAINESVILLE|FL|210
461|Aquatic Products Lab|586 NEWELL DR|GAINESVILLE|FL|46
462|Shepard Broad Building|1300 CENTER DR|GAINESVILLE|FL|66
463|Greenhouse, Vegetable Crops|1703 IFAS RESEARCH DR|GAINESVILLE|FL|2
464|Alcohol Storage Facility|2908 RADIO RD.|Gainesville|FL|1
465|Elmore Hall For Admin Services|971 ELMORE DR|GAINESVILLE|FL|55
466|Animal Science Physiology Barn|2108 SHEALY DR|GAINESVILLE|FL|5
467|Pump House (E&G)|552 NEWELL DR|GAINESVILLE|FL|1
468|Greenhouse, Grounds|2908 RADIO RD|GAINESVILLE|FL|7
469|Greenhouse, Hort Sciences|1703 IFAS RESEARCH DR|GAINESVILLE|FL|1
471|Veterinary Science|2187 MOWRY RD|GAINESVILLE|FL|36
473|Lacy Rabon Chilled Water Plant|1858 MOWRY RD|GAINESVILLE|FL|22
474|Frazier Rogers Hall|1741 MUSEUM RD|GAINESVILLE|FL|167
475|Food Science and Human Nutrition|572 NEWELL DR|GAINESVILLE|FL|166
476|Mccarty Storage|564 NEWELL DR|GAINESVILLE|FL|1
478|Animal Building|2126 SHEALY DR|GAINESVILLE|FL|12
483|Animal Science Preparation Bld|2108 SHEALY DR|GAINESVILLE|FL|5
484|Straughn Extension Professional Development Center|2142 SHEALY DRIVE|GAINESVILLE|FL|69
485|Greenhouse, Agronomy|1817 MUSEUM RD|GAINESVILLE|FL|9
486|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|2
487|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
488|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
489|Greenhouse, Plant Pathology|1447 SABAL PALM DR|GAINESVILLE|FL|1
490|Greenhouse, Nematology|2350 MOWRY RD|GAINESVILLE|FL|1
491|Greenhouse, Entomology|2027 NATURAL AREA DR|GAINESVILLE|FL|1
492|Greenhouse, Entomology|2027 NATURAL AREA DR|GAINESVILLE|FL|1
493|Food Science Storage|1642 SW 23RD DR|GAINESVILLE|FL|1
494|UF Substation #2|1878 MOWRY RD|GAINESVILLE|FL|1
495|Dan McCarty Hall A|1692 MCCARTY DR|GAINESVILLE|FL|179
496|Dan McCarty Hall B|1676 MCCARTY DR|GAINESVILLE|FL|161
497|Dan McCarty Hall C|1688 MCCARTY DR|GAINESVILLE|FL|113
498|Dan McCarty Hall D|1604 MCCARTY DR|GAINESVILLE|FL|261
499|Animal Sciences Building|2250 SHEALY DR|GAINESVILLE|FL|90
500|Fiber Hut CSE|UNK|GAINESVILLE|FL|2
501|Plant Growth Room|2501 HULL RD|GAINESVILLE|FL|7
505|Greenhouse, Agronomy|2350 MOWRY RD|GAINESVILLE|FL|1
506|Baseball Stadium Ticket Booth|240 Gale Lemerand Dr|GAINESVILLE|FL|2
507|Greenhouse, Plant Pathology|2350 MOWRY RD|GAINESVILLE|FL|1
508|CNS Field Station|1062 MUSEUM RD|GAINESVILLE|FL|17
525|Materials Storage|1437 DATE PALM RD|GAINESVILLE|FL|1
541|Housing Furniture Shop|2227 SURGE AREA DR|GAINESVILLE|FL|1
543|Agricultural Engineering Bldg|1505 MUSEUM DR|GAINESVILLE|FL|1
546|Physical Plant Storage|902 MAGNOLIA DR|GAINESVILLE|FL|2
547|Animal Science Solvent Storage|2250 SHEALY DR|GAINESVILLE|FL|2
548|Chemical Storage|2043 IFAS RESEARCH DR|GAINESVILLE|FL|1
550|Research Laboratory|2047 IFAS RESEARCH DR|GAINESVILLE|FL|12
551|Rawlings Plaza Annex|649 NEWELL DR|Gainesville|Fl|8
552|Florida Pool Office/Lockers|UNK|GAINESVILLE|FL|7
553|Marjorie K. Rawlings Hall|651 NEWELL DR|GAINESVILLE|FL|64
554|Nuclear Field Building|2230 SURGE AREA DR|GAINESVILLE|FL|21
555|Information Booth, University|UNK|GAINESVILLE|FL|1
556|Little Hall Express|1456 STADIUM RD|GAINESVILLE|FL|6
557|Nuclear Reactor|1917 STADIUM RD|GAINESVILLE|FL|50
559|Norman Mehrhof Hall|2046 IFAS RESEARCH DR|GAINESVILLE|FL|25
